b,0,u,g,w,v,1.25,t,t,01,f,g,00202,0,+
a,4.46,u,g,q,h,3.04,t,t,06,f,g,00043,560,+
a,0.5,u,g,q,h,1.5,t,f,0,f,g,00280,824,+
b,1.54,u,g,w,v,3.75,t,t,05,t,g,00100,3,+
b,5.625,u,g,w,v,1.71,t,f,0,f,s,00120,0,+
b,4,u,g,m,v,2.5,t,f,0,t,g,00360,0,+
b,1.04,u,g,r,h,6.5,t,f,0,t,g,00164,31285,+
a,11.585,u,g,cc,v,0.04,t,f,0,f,g,00080,1349,+
b,0.5,y,p,k,h,3.96,t,f,0,f,g,00180,314,+
b,4.915,y,p,w,v,3.165,t,f,0,t,g,00052,1442,+
b,0.83,zz,g,c,h,2.165,f,f,0,t,g,00128,0,+
b,1.835,u,g,c,h,4.335,t,f,0,f,g,00260,200,+
a,6,u,g,k,v,1,t,f,0,t,g,00000,0,+
b,6.04,u,g,k,v,0.04,f,f,0,f,g,00000,2690,+
a,10.5,u,g,q,v,5,t,t,07,t,g,00000,0,+
b,4.415,y,p,k,v,0.25,t,t,10,t,g,00320,0,+
b,0.875,u,g,m,v,0.96,t,t,03,t,g,00396,0,+
a,5.875,u,g,q,v,3.17,t,t,10,f,g,00120,245,+
b,0.25,u,g,d,h,0.665,t,f,0,t,g,00000,0,+
a,8.585,u,g,cc,h,0.75,t,t,07,f,g,00096,0,+
b,11.25,u,g,c,v,2.5,t,t,17,f,g,00200,1208,+
b,1,u,g,c,v,0.835,t,f,0,f,s,00300,0,+
a,8,u,g,c,v,7.875,t,t,06,t,g,00000,1260,+
a,14.5,u,g,x,h,3.085,t,t,01,f,g,00120,11,+
a,6.5,u,g,q,v,0.5,t,t,03,t,g,00145,0,+
a,0.585,u,g,c,h,1.5,t,t,02,f,g,00100,0,+
a,13,u,g,i,bb,5.165,t,t,09,t,g,00000,0,+
b,18.5,u,g,d,bb,15,t,t,17,t,g,00000,0,+
b,8.5,u,g,e,h,7,t,t,03,f,g,00000,0,+
b,1.04,u,g,w,v,5,t,t,06,t,g,00500,10000,+
b,14.79,u,g,aa,v,5.04,t,t,05,t,g,00168,0,+
b,9.79,u,g,x,h,7.96,t,t,08,f,g,00000,0,+
b,7.585,u,g,i,bb,7.585,t,t,15,t,g,00000,5000,+
a,5.125,u,g,e,v,5,t,f,0,t,g,00000,4000,+
a,10.75,u,g,q,v,0.415,t,t,05,t,g,00000,560,+
b,1.5,u,g,w,v,2,t,t,11,t,g,00434,35,+
b,1.585,u,g,cc,h,1.835,t,t,12,t,g,00583,713,+
a,11.75,u,g,x,h,0.5,t,t,02,t,g,00300,551,+
b,0.585,y,p,cc,v,0.25,t,t,02,f,g,00260,500,+
b,9.415,u,g,ff,ff,14.415,t,t,11,t,g,00030,300,+
b,9.17,u,g,c,v,4.5,t,t,12,t,g,00000,221,+
b,15,u,g,c,h,5.335,t,t,11,f,g,00000,2283,+
b,1.415,u,g,w,h,0.75,t,t,01,f,g,00240,100,+
b,13.915,u,g,w,v,8.625,t,t,06,t,g,00070,0,+
b,28,y,p,c,v,28.5,t,t,40,f,g,00000,15,+
b,6.75,u,g,c,h,2.625,t,t,11,t,g,00000,284,+
a,2.04,y,p,q,h,0.125,t,t,23,t,g,00455,1236,+
b,4.46,u,g,cc,h,6.04,t,t,03,f,g,00311,300,+
b,1.54,u,g,i,bb,3.5,f,f,0,f,g,00216,0,+
b,0.665,u,g,c,v,0.165,f,f,0,f,g,00100,0,+
a,0.5,u,g,c,h,0.875,t,f,0,t,g,00491,0,+
b,1,u,g,q,v,1.75,t,f,0,t,g,00280,0,+
b,2.04,u,g,w,v,0.04,t,f,0,t,g,00400,5800,+
b,2.5,u,g,w,v,0,t,f,0,t,g,00239,200,+
b,3,u,g,cc,h,7.415,t,f,0,t,g,00000,0,+
b,11.625,y,p,w,v,0.835,t,f,0,t,g,00160,300,+
b,0,u,g,cc,v,0.085,t,f,0,f,g,00000,0,+
b,0.5,u,g,i,h,5,t,f,0,t,g,00320,0,+
b,4.5,u,g,x,h,5.75,f,f,0,t,s,00711,0,+
b,3,u,g,q,h,6,t,t,11,f,g,00080,0,+
b,12.25,u,g,m,v,1.25,t,t,04,t,g,00200,0,+
b,16.165,u,g,d,v,3,t,t,09,f,g,00250,730,+
a,0.79,y,p,q,v,1.5,t,t,02,t,g,00080,400,+
a,0.835,u,g,q,v,1.585,t,t,01,f,g,00000,0,+
b,4.25,u,g,cc,v,4.29,t,t,01,t,g,00120,0,+
b,1.54,u,g,cc,v,1.54,t,t,01,t,g,00520,50000,+
a,1,u,g,c,v,2,t,t,11,f,g,00000,456,+
b,0.375,u,g,m,v,0.25,t,t,03,f,g,00260,15108,+
b,6.5,u,g,w,h,1.46,t,t,07,f,g,00080,2954,+
b,25.125,u,g,x,h,1.625,t,t,01,t,g,00515,500,+
b,7.5,u,g,e,bb,1.585,t,f,0,t,s,00420,0,-
b,4,u,g,d,bb,12.5,t,f,0,t,g,?,0,-
a,5,u,g,cc,v,13.5,t,f,0,t,g,00980,0,-
b,0.5,u,g,m,v,10.75,t,f,0,f,s,00400,0,-
b,7,y,p,c,v,1.625,f,f,0,f,g,00160,2,-
b,5.29,u,g,q,v,0.375,t,t,01,f,g,00160,0,-
b,6.5,u,g,aa,v,0.125,t,f,0,t,g,00443,0,-
a,0.585,y,p,aa,v,0.585,t,f,0,t,g,00160,0,-
b,1.165,y,p,k,v,2.5,t,t,01,f,g,00180,20,-
b,9.75,u,g,c,v,0.25,t,f,0,f,g,00140,0,-
b,19,u,g,ff,ff,0,t,t,01,f,g,00094,0,-
a,1.5,u,g,m,v,2,t,f,0,f,s,00368,0,-
b,0.5,u,g,m,v,0.25,t,f,0,f,s,00288,0,-
a,3.5,u,g,d,v,3,t,f,0,t,g,00300,0,-
b,0.625,u,g,aa,v,0.455,t,f,0,t,g,00200,0,-
b,4,u,g,c,bb,5,t,f,0,t,s,00280,0,-
b,0.375,u,g,d,v,0.875,t,f,0,t,s,00928,0,-
b,2.21,y,p,aa,v,4,t,f,0,f,g,00188,0,-
b,4.5,u,g,aa,v,1,t,f,0,t,g,00240,0,-
a,1.5,u,g,j,j,0,t,f,0,t,g,00100,27,-
b,12.75,y,p,c,h,5,t,f,0,f,g,00112,0,-
b,15.5,u,g,c,v,0.5,t,f,0,f,g,00120,0,-
b,5,y,p,aa,v,8.5,t,f,0,f,g,00000,0,-
b,1.375,y,p,c,h,9.46,t,f,0,t,g,00200,100,-
b,1.5,y,p,c,v,1.5,t,f,0,t,g,00000,225,-
a,3.54,u,g,i,bb,0.5,t,f,0,t,g,00171,0,-
b,0.625,y,p,aa,v,0.125,t,f,0,f,g,00180,1,-
b,0.5,u,g,c,bb,0.835,t,f,0,t,s,00320,0,-
a,11,y,p,q,v,3,t,f,0,t,g,00268,0,-
a,1,u,g,q,v,1,t,t,02,t,g,00167,500,-
b,1.75,y,p,c,bb,0.25,t,f,0,t,g,00164,400,-
b,16.5,y,p,c,v,4,t,f,0,f,g,00080,0,-
b,5,u,g,q,v,0.375,t,t,02,f,g,00000,38,-
b,12,u,g,k,v,2.25,t,t,02,t,g,00120,5,-
b,4,y,p,i,h,5.75,t,t,02,t,g,00075,0,-
b,15.5,u,g,e,z,0,t,t,20,f,g,00152,130,-
b,1.165,u,g,k,v,0.5,t,f,0,f,s,00280,0,-
a,11,y,p,aa,v,4.5,t,f,0,f,g,00120,0,-
b,2.25,y,p,x,h,10,t,f,0,t,g,00176,0,-
a,0.75,u,g,c,v,0.795,t,t,05,t,g,00140,5,-
b,3.5,u,g,w,v,3.5,t,t,03,t,g,00329,0,-
a,1.04,y,p,ff,ff,0.5,t,t,03,f,g,00180,147,-
b,12.5,u,g,w,v,0.875,t,f,0,t,g,00260,0,-
a,0.75,u,g,k,bb,1,t,t,03,t,g,00212,0,-
b,1.25,y,p,c,h,1.375,t,t,03,t,g,00140,210,-
a,1.125,u,g,q,v,1.29,t,t,02,f,g,00200,0,-
b,7,u,g,q,h,11.5,t,t,07,t,g,00300,5,-
b,6.5,u,g,k,v,6.29,t,t,15,f,g,00000,11202,+
b,7.04,u,g,m,v,14,t,t,06,t,g,00360,1332,+
a,10.335,u,g,cc,h,0.335,t,t,01,t,g,00080,50,+
b,6.21,u,g,q,v,0.04,t,t,01,f,g,00200,300,+
b,12.5,u,g,cc,v,1.21,t,t,67,t,g,00140,258,+
a,12.5,u,g,aa,v,1.5,t,t,12,t,g,00120,567,+
a,6.665,u,g,q,v,7.375,t,t,03,t,g,00000,0,+
a,9,u,g,q,v,8.5,t,t,05,t,g,00120,0,+
b,5,u,g,x,h,7.5,t,t,06,t,g,00000,1000,+
b,2.5,u,g,m,bb,2.5,t,t,12,t,g,00410,2510,+
b,11,u,g,q,v,2.5,t,t,07,t,g,00100,809,+
b,4.25,u,g,i,bb,3.25,t,t,02,f,g,00274,610,+
a,3.5,u,g,w,v,0.835,t,f,0,f,s,00280,0,+
b,5.5,u,g,e,z,13,t,t,01,t,g,00000,0,+
b,1.835,u,g,c,v,2.25,t,t,01,f,g,00100,150,+
a,8,u,g,e,bb,6.5,t,t,06,f,g,00375,51100,+
b,5,u,g,c,bb,2.5,t,t,06,f,g,00000,367,+
b,5.5,u,g,q,h,5.5,t,t,12,t,g,00408,1000,+
b,6.5,u,g,q,h,6,t,f,0,t,g,00350,0,+
b,0.54,y,p,aa,v,0.5,t,t,03,f,g,00200,1000,+
b,2.75,u,g,m,v,4.25,t,t,06,f,g,00204,0,+
a,9.5,u,g,w,v,1.625,t,t,06,t,g,00040,600,+
a,13.5,u,g,q,h,5,t,t,02,f,g,00000,5000,+
a,3.75,u,g,cc,h,0.625,t,t,09,t,g,00181,0,+
a,16,u,g,j,ff,0,t,t,15,f,g,00000,247,+
b,0.29,y,p,cc,h,1.75,t,t,08,f,g,00100,375,+
b,11,u,g,w,v,2,t,t,01,f,g,00080,278,+
b,1.665,u,g,cc,h,5.085,t,t,09,f,g,00399,827,+
b,2.5,u,g,cc,h,2.75,t,t,06,f,g,00160,2072,+
b,1.5,u,g,q,v,2.375,t,t,03,t,g,00000,582,+
a,7.54,y,p,q,h,8,t,t,14,f,g,00000,2300,+
a,6.5,u,g,c,bb,4,t,t,07,t,g,00000,3065,+
a,15,u,g,c,v,5.5,t,t,14,f,g,00000,2200,+
a,0.46,u,g,cc,h,0.415,t,t,11,t,g,00440,6,+
a,10,u,g,q,v,4,t,t,14,f,g,00000,1602,+
b,6.5,u,g,m,h,4.25,t,t,12,t,g,00093,0,+
b,2.5,u,g,c,v,1.085,t,t,11,t,g,00060,2184,+
b,1.5,u,g,cc,h,5.5,t,t,03,t,g,00000,0,+
a,11.5,y,p,j,j,0,t,t,11,t,g,00000,0,+
a,3.04,y,p,x,h,2.54,t,t,01,f,g,00070,0,+
a,15,u,g,e,z,0,t,t,14,f,g,00000,3376,+
b,2,u,g,k,h,4.165,t,t,02,t,g,00181,0,+
b,0.08,y,p,m,bb,0.04,t,t,01,t,g,00280,2000,+
b,2,u,g,x,h,1,t,t,04,f,g,00140,7544,+
b,2,u,g,m,v,1.75,t,t,02,t,g,00000,15,+
b,1.71,u,g,x,v,1.665,t,t,01,t,g,00395,20,+
b,1.75,y,p,e,h,0.04,t,f,0,t,g,00393,0,+
a,16.5,u,g,q,v,11,t,f,0,t,g,00021,10561,+
a,10,u,g,q,h,1.75,t,f,0,f,g,00029,837,+
b,9.5,u,g,q,v,1,t,f,0,t,g,00060,400,+
a,0.54,u,g,cc,v,0.04,t,f,0,f,g,00440,11177,+
