0|4|1,33663527119195|2,30548699449402|4|1,69230769230769|2,125|1,23775|1|1|1|4|2,5|1,25862068965517|1,07115459882583
0|1|1,36537836960052|1,79741788494399|4|2,61538461538462|2,125|1,02475|1|1|1|1|2,5|1,41379310344828|1
0|1|1,70201364079247|1,199354471236|1|1,69230769230769|2,125|1,1875|1|1|1|4|2,5|1,72413793103448|1
1|1|1,31666125365378|2,31004366812227|1|1,92307692307692|1,75|1|4|4|1,49253731343284|4|2,5|1|1
1|4|1,24358557973368|1,93070058857034|4|2,15384615384615|2,125|1,294|4|4|1,62686567164179|1|2,5|1,1551724137931|1,0092759295499
1|1|1,03215329652485|1,06664135181318|4|2,61538461538462|3,625|1,225|4|4|1,08955223880597|1|2,5|1,25862068965517|1
0|4|1,10961351088016|1,74045946459085|4|1,46153846153846|2,125|1,01875|1|1|1|1|2,5|1,1551724137931|1,00587084148728
1|1|3,11919454368301|1,50806910955003|4|3,30769230769231|3,625|1,456|4|4|1,26865671641791|1|2,5|1,11120689655172|1,03287671232877
0|4|1,61675868788568|1,11391684070628|1|1,23076923076923|3,625|1,45|1|1|1|1|2,5|1,4551724137931|1,03152641878669
0|1|2,97694056511854|1,80653123220049|4|1,69230769230769|3,625|2,0125|4|4|1,13432835820896|4|2,5|1,25862068965517|1,00293542074364
1|4|1,89298473530367|1,199354471236|4|4|3,625|1,675|4|4|1,17910447761194|4|2,5|1,65431034482759|1,05031311154599
1|4|2,27882429360182|1,56958420353142|4|3,30769230769231|3,625|1,75|4|4|1,26865671641791|4|2,5|2,21551724137931|1
0|4|1,26794413770705|1,14239605088286|1|2,61538461538462|3,625|1,20625|4|4|1,13432835820896|4|2,5|1,36206896551724|1,01232876712329
1|4|1,96216303994803|1,56958420353142|4|4|3,625|2,125|4|4|1,26865671641791|4|2,5|1|1,0587084148728
0|4|3,11481000324781|1,30871463831403|4|2,61538461538462|2,125|1,36225|1|1|1|4|2,5|1,82758620689655|1
1|4|2,60328028580708|1,68805771786596|4|1,69230769230769|2,125|1,006|1|1|1|1|2,5|1|1,15792563600783
1|4|1,70201364079247|1,51262578317828|4|2,84615384615385|2,125|2,125|4|4|1,08955223880597|4|2,5|1,85344827586207|1
1|1|1,18268918480026|2,02525156635656|4|2,15384615384615|2,125|1,1125|4|4|1,08955223880597|1|2,5|1,22758620689655|1,03469667318982
0|4|1,23530367002273|1,14239605088286|1|1,69230769230769|2,125|1,01875|1|1|1|1|2,5|1,36206896551724|1,00023483365949
1|1|1,35319909061384|1,6453389026011|4|3,30769230769231|2,125|1,38775|4|4|1,3134328358209|1|2,5|1,33362068965517|1,1912133072407
0|1|1,63332250730757|1,06664135181318|4|2,15384615384615|2,125|1,006|1|1|1|1|2,5|1,67241379310345|1,05894324853229
0|1|1,19486846378694|1,06664135181318|1|2,15384615384615|2,125|1,08775|4|1|1|4|2,5|1,41379310344828|1
0|4|2,26664501461513|1,15207898234289|4|1,23076923076923|2,125|1,02475|1|1|1|1|2,5|1,43448275862069|1
0|4|2,2866190321533|1,199354471236|4|1,69230769230769|2,125|1,0315|4|1|1|1|2,5|1,41379310344828|1
0|4|1,21094511204937|2,09189291816974|4|2,15384615384615|2,125|1,1185|1|1|1|1|2,5|1,20689655172414|1,02054794520548
1|4|1,85644689834362|1,17087526105943|4|3,76923076923077|3,625|1,825|4|4|1,13432835820896|4|2,5|1|1
0|4|1,35709645988957|1,01423960508829|1|1,69230769230769|2,125|1,01875|1|1|1|1|2,5|1,51724137931034|1,0041095890411
1|4|1,87690808704125|1,3463071957471|1|2,61538461538462|3,625|1,306|4|4|1,04477611940298|4|2,5|1,46551724137931|2,05833659491194
1|1|1,75511529717441|2,36700208847541|4|2,61538461538462|2,125|1,3|4|4|1,04477611940298|1|2,5|1,56896551724138|1,00111545988258
1|4|1,38535238713868|1,28479210176571|4|2,61538461538462|2,125|1,16275|4|4|1,49253731343284|4|2,5|1,1551724137931|1,12821917808219
1|4|1,57632348164989|1,08543763052971|4|2,61538461538462|3,625|1,6375|4|4|1,13432835820896|4|2,5|1,80689655172414|1,00880626223092
0|1|1,25576485872036|2,19612682741599|1|4|3,625|1|1|1|1|4|2,5|1,39827586206897|1,00187866927593
0|4|2,81032802858071|1,15663565597114|1|2,61538461538462|3,625|2,419|4|1|1|4|2,5|1,51724137931034|1,00587084148728
1|4|1,38535238713868|2,31004366812227|4|2,84615384615385|3,625|1,31875|4|4|1,49253731343284|4|2,5|1,75|1,01667318982387
0|4|2,34751542708672|1,14239605088286|4|2,38461538461538|2,125|3,08125|1|4|1,04477611940298|4|2,5|1,91034482758621|1,00657534246575
0|4|3,90646313738227|3,1644199734194|1|1|1|1,006|1|4|1,08955223880597|1|2,5|1|1,02060665362035
1|4|1,47888924975641|2,42396050882856|4|2,15384615384615|2,125|1,45|4|1|1|4|1|1,05172413793103|1
1|4|2,18918480025982|2,58515283842795|4|2,84615384615385|2,125|2,29375|4|4|1,26865671641791|4|2,5|1,18103448275862|1
1|1|2,58720363754466|1,91133472565028|4|2,61538461538462|2,125|2,18125|4|4|1,26865671641791|4|2,5|1|1,07397260273973
1|1|2,57112698928223|1,34175052211885|4|4|2,125|3,08125|4|4|1,08955223880597|4|2,5|2,34224137931034|1,10003913894325
1|4|1,38973692757389|1|4|3,76923076923077|2,125|1,01275|4|1|1|1|2,5|1|1
