4|1,7248|2,719|1,6|2,2|1,64285714285714|1,23775|1|1|1|1,2|1,6|1|1|0
1|1,7602|2,05|1,6|3,4|1,64285714285714|1,02475|1|1|1|1|1,6|1,02278481012658|1,5|0
1|2,1748|1,2625|1|2,2|1,64285714285714|1,1875|1|1|1|1,2|1,6|1,06835443037975|1,5|0
1|1,7002|2,725|1|2,5|1,42857142857143|1|1,1875|1,17647058823529|3,35714285714286|1,2|1,6|1|1,5|1
4|1,6102|2,2255|1,6|2,8|1,64285714285714|1,294|1,1875|1,17647058823529|4|1|1,6|1|1|1
1|1,3498|1,08775|1,6|3,4|2,5|1,225|1,1875|1,17647058823529|1,42857142857143|1|1,6|1|1,5|1
4|1,4452|1,975|1,6|1,9|1,64285714285714|1,01875|1|1|1|1|1,6|1|1|0
1|3,9202|1,669|1,6|1|2,5|1,456|1,1875|1,17647058823529|2,28571428571429|1|1,6|1|1|1
4|2,0698|1,15|1|1,6|2,5|1,45|1|1|1|1|1,6|1,02886075949367|1|0
1|3,745|2,062|1,6|2,2|2,5|2,0125|1,1875|1,17647058823529|1,64285714285714|1,2|1,6|1|1|0
4|2,41|1,2625|1,6|1|2,5|1,675|1,1875|1,17647058823529|1,85714285714286|1,2|1,6|1,05810126582278|1|1
4|2,8852|1,75|1,6|1|2,5|1,75|1,1875|1,17647058823529|2,28571428571429|1,2|1,6|1,14050632911392|1,5|1
4|1,6402|1,1875|1|3,4|2,5|1,20625|1,1875|1,17647058823529|1,64285714285714|1,2|1,6|1,01518987341772|1|0
4|2,4952|1,75|1,6|1|2,5|2,125|1,1875|1,17647058823529|2,28571428571429|1,2|1,6|1|1|1
4|3,9148|1,4065|1,6|3,4|1,64285714285714|1,36225|1|1|1|1,2|1,6|1,08354430379747|1,5|0
4|3,2848|1,906|1,6|2,2|1,64285714285714|1,006|1|1|1|1|1,6|1|1|1
4|2,1748|1,675|1,6|3,7|1,64285714285714|2,125|1,1875|1,17647058823529|1,42857142857143|1,2|1,6|1,0873417721519|1,5|1
1|1,5352|2,35|1,6|2,8|1,64285714285714|1,1125|1,1875|1,17647058823529|1,42857142857143|1|1,6|1|1|1
4|1,6|1,1875|1|2,2|1,64285714285714|1,01875|1|1|1|1|1,6|1,01518987341772|3,5|0
1|1,7452|1,84975|1,6|1|1,64285714285714|1,38775|1,1875|1,17647058823529|2,5|1|1,6|1,01101265822785|1|1
1|2,0902|1,08775|1,6|2,8|1,64285714285714|1,006|1|1|1|1|1,6|1,06075949367089|1|0
1|1,5502|1,08775|1|2,8|1,64285714285714|1,08775|1,1875|1|1|1,2|1,6|1,02278481012658|1,5|0
4|2,8702|1,20025|1,6|1,6|1,64285714285714|1,02475|1|1|1|1|1,6|1,02582278481013|1,5|0
4|2,8948|1,2625|1,6|2,2|1,64285714285714|1,0315|1,1875|1|1|1|1,6|1,02278481012658|1,5|0
4|1,57|2,43775|1,6|2,8|1,64285714285714|1,1185|1|1|1|1|1,6|1|1|0
4|2,365|1,225|1,6|1|2,5|1,825|1,1875|1,17647058823529|1,64285714285714|1,2|1,6|1|1,5|1
4|1,75|1,01875|1|2,2|1,64285714285714|1,01875|1|1|1|1|1,6|1,0379746835443|1|0
4|2,3902|1,456|1|3,4|2,5|1,306|1,1875|1,17647058823529|1,21428571428571|1,2|1,6|1,03037974683544|1|1
1|2,2402|2,8|1,6|3,4|1,64285714285714|1,3|1,1875|1,17647058823529|1,21428571428571|1|1,6|1,04556962025316|1|1
4|1,7848|1,375|1,6|3,4|1,64285714285714|1,16275|1,1875|1,17647058823529|3,35714285714286|1,2|1,6|1|1|1
4|2,02|1,1125|1,6|3,4|2,5|1,6375|1,1875|1,17647058823529|1,64285714285714|1,2|1,6|1,08050632911392|1|1
1|1,6252|2,575|1|1|2,5|1|1|1|1|1,2|1,6|1,02050632911392|1|0
4|3,5398|1,20625|1|3,4|2,5|2,419|1,1875|1|1|1,2|1,6|1,0379746835443|1|0
4|1,7848|2,725|1,6|3,7|2,5|1,31875|1,1875|1,17647058823529|3,35714285714286|1,2|1,6|1,07215189873418|1|1
4|2,9698|1,1875|1,6|3,1|1,64285714285714|3,08125|1|1,17647058823529|1,21428571428571|1,2|1,6|1,09569620253165|1|0
4|1|3,85|1|1,3|1|1,006|1|1,17647058823529|1,42857142857143|1|1,6|1|1|0
4|1,9|2,875|1,6|2,8|1,64285714285714|1,45|1,1875|1|1|1,2|1,3|1|1,5|1
4|2,7748|3,08725|1,6|3,7|1,64285714285714|2,29375|1,1875|1,17647058823529|2,28571428571429|1,2|1,6|1|1,5|1
1|3,265|2,2|1,6|3,4|1,64285714285714|2,18125|1,1875|1,17647058823529|2,28571428571429|1,2|1,6|1|1|1
1|3,2452|1,45|1,6|1|1,64285714285714|3,08125|1,1875|1,17647058823529|1,42857142857143|1,2|1,6|1,15911392405063|1|1
4|1,7902|1|1,6|1|1,64285714285714|1,01275|1,1875|1|1|1|1,6|1|1,5|1
4|1,7548|1,225|1|2,8|1,64285714285714|1,081|1|1|1|1,2|1,6|1,00759493670886|1|0
4|2,005|1,16875|1,6|1|2,5|1,1875|1,1875|1|1|1|1,6|1|1|1
